Commuter,Origen,Origen_LA,Destination,Destination_LA,Travel_time
2136,(place 1225),Manchester,(place 1230),Tameside,17
1591,(house 393),Manchester,(place 1236),Salford,31
2859,(house 964),Rochdale,(place 1235),Salford,31
2006,(house 677),Manchester,(place 1227),Bury,31
1718,(place 1237),Trafford,(place 1236),Salford,20
2323,(house 915),Bury,(place 1231),Oldham,31
2830,(house 343),Trafford,(place 1238),Trafford,31
2901,(house 1035),Rochdale,(place 1237),Trafford,31
1565,(place 1225),Manchester,(place 1225),Manchester,2
2479,(house 902),Bury,(place 1226),Manchester,31
1564,(place 1237),Trafford,(place 1237),Trafford,2
2584,(house 343),Trafford,(place 1236),Salford,31
2149,(place 1230),Tameside,(place 1225),Manchester,17
2370,(house 869),Bury,(place 1227),Bury,31
3378,(house 722),Oldham,(house 722),Oldham,2
3287,(house 811),Oldham,(place 1236),Salford,31
2190,(house 1184),Tameside,(house 1184),Tameside,2
1769,(place 1228),Bury,(place 1231),Oldham,26
2445,(house 907),Bury,(place 1238),Trafford,31
2416,(house 943),Bury,(place 1238),Trafford,31
3195,(place 1231),Oldham,(house 745),Oldham,6
2119,(house 1123),Tameside,(place 1229),Tameside,10
2486,(place 1237),Trafford,(place 1238),Trafford,12
1706,(house 487),Manchester,(place 1227),Bury,31
1598,(house 695),Manchester,(place 1230),Tameside,18
3401,(house 730),Oldham,(place 1228),Bury,31
2286,(house 1154),Tameside,(place 1230),Tameside,11
3114,(house 1057),Rochdale,(place 1232),Oldham,31
3248,(house 715),Oldham,(place 1228),Bury,31
2994,(place 1228),Bury,(place 1237),Trafford,21
1626,(house 570),Manchester,(place 1236),Salford,31
3048,(place 1228),Bury,(place 1237),Trafford,21
2250,(house 1171),Tameside,(place 1230),Tameside,11
3147,(house 811),Oldham,(place 1235),Salford,31
1878,(place 1226),Manchester,(place 1237),Trafford,20
2030,(house 1163),Tameside,(house 1163),Tameside,2
3337,(place 1233),Rochdale,(house 835),Oldham,16
3062,(house 1060),Rochdale,(place 1228),Bury,32
2188,(place 1230),Tameside,(place 1230),Tameside,2
1835,(house 500),Manchester,(place 1238),Trafford,32
2119,(place 1229),Tameside,(place 1229),Tameside,2
3251,(house 727),Oldham,(place 1235),Salford,32
2236,(place 1225),Manchester,(place 1225),Manchester,2
1836,(place 1229),Tameside,(place 1230),Tameside,8
2181,(place 1230),Tameside,(house 1144),Tameside,17
2002,(place 1226),Manchester,(house 535),Manchester,15
3093,(house 1070),Rochdale,(place 1232),Oldham,32
1345,(place 1232),Oldham,(place 1233),Rochdale,16
3090,(house 1045),Rochdale,(place 1226),Manchester,32
2237,(place 1225),Manchester,(place 1230),Tameside,14
3377,(place 1233),Rochdale,(house 744),Oldham,17
2159,(house 1149),Tameside,(place 1230),Tameside,11
2513,(house 860),Bury,(place 1231),Oldham,32
2136,(place 1230),Tameside,(place 1230),Tameside,2
2280,(place 1235),Salford,(place 1235),Salford,2
3314,(place 1234),Rochdale,(house 726),Oldham,17
2179,(place 1225),Manchester,(place 1230),Tameside,14
2566,(place 1237),Trafford,(place 1226),Manchester,24
2649,(place 1227),Bury,(house 365),Trafford,17
2950,(house 1029),Rochdale,(house 1029),Rochdale,2
2482,(house 871),Bury,(place 1233),Rochdale,32
1650,(house 618),Manchester,(place 1231),Oldham,32
3075,(place 1231),Oldham,(house 1017),Rochdale,17
1999,(place 1225),Manchester,(house 463),Manchester,9
2242,(place 1230),Tameside,(place 1229),Tameside,8
2243,(house 1216),Tameside,(place 1229),Tameside,11
3009,(house 1043),Rochdale,(place 1232),Oldham,32
2729,(house 323),Trafford,(place 1231),Oldham,32
2217,(house 1153),Tameside,(house 1153),Tameside,2
1603,(house 517),Manchester,(place 1233),Rochdale,32
2522,(place 1226),Manchester,(place 1226),Manchester,2
2197,(place 1229),Tameside,(house 1165),Tameside,8
1363,(house 157),Salford,(place 1227),Bury,32
3408,(house 799),Oldham,(place 1235),Salford,32
2333,(place 1228),Bury,(place 1237),Trafford,24
2097,(house 1143),Tameside,(place 1236),Salford,32
1461,(house 206),Salford,(place 1233),Rochdale,32
2220,(place 1229),Tameside,(house 1207),Tameside,17
2203,(house 1206),Tameside,(place 1238),Trafford,32
2250,(place 1230),Tameside,(place 1230),Tameside,2
3082,(place 1232),Oldham,(place 1231),Oldham,13
1490,(place 1227),Bury,(place 1228),Bury,5
1758,(place 1227),Bury,(house 680),Manchester,17
1614,(house 677),Manchester,(place 1235),Salford,32
1275,(house 226),Salford,(place 1228),Bury,32
2235,(place 1225),Manchester,(place 1225),Manchester,2
3150,(place 1234),Rochdale,(house 741),Oldham,17
3396,(house 834),Oldham,(place 1226),Manchester,32
1620,(place 1227),Bury,(place 1236),Salford,25
1432,(place 1231),Oldham,(place 1231),Oldham,2
2769,(house 255),Trafford,(place 1232),Oldham,32
1705,(house 607),Manchester,(place 1233),Rochdale,32
1773,(place 1225),Manchester,(house 633),Manchester,8
2064,(place 1229),Tameside,(place 1225),Manchester,13
2532,(place 1227),Bury,(place 1238),Trafford,25
1968,(place 1229),Tameside,(place 1225),Manchester,14
1586,(house 441),Manchester,(place 1236),Salford,32
2997,(house 1043),Rochdale,(place 1232),Oldham,32
2248,(place 1230),Tameside,(house 1219),Tameside,17
1722,(house 444),Manchester,(place 1238),Trafford,32
2547,(house 942),Bury,(place 1226),Manchester,32
2415,(house 896),Bury,(place 1231),Oldham,32
3260,(house 789),Oldham,(place 1235),Salford,32
2206,(place 1230),Tameside,(house 1182),Tameside,17
1283,(house 184),Salford,(place 1232),Oldham,32
1609,(house 433),Manchester,(house 433),Manchester,2
2201,(house 1125),Tameside,(house 1125),Tameside,2
2946,(house 1007),Rochdale,(place 1228),Bury,32
1396,(place 1228),Bury,(place 1226),Manchester,26
2808,(place 1235),Salford,(place 1237),Trafford,24
1917,(place 1236),Salford,(place 1236),Salford,2
2418,(place 1228),Bury,(house 904),Bury,17
2264,(place 1225),Manchester,(house 1218),Tameside,9
1751,(place 1230),Tameside,(place 1230),Tameside,2
1618,(house 473),Manchester,(place 1235),Salford,32
2053,(place 1225),Manchester,(place 1225),Manchester,2
1801,(place 1229),Tameside,(house 620),Manchester,17
2046,(place 1229),Tameside,(place 1225),Manchester,12
2294,(place 1225),Manchester,(house 1197),Tameside,9
2048,(house 1213),Tameside,(place 1229),Tameside,6
1763,(place 1231),Oldham,(house 676),Manchester,17
2284,(place 1229),Tameside,(place 1229),Tameside,2
3394,(house 716),Oldham,(place 1234),Rochdale,32
1779,(house 677),Manchester,(place 1235),Salford,32
1890,(place 1230),Tameside,(house 503),Manchester,17
1974,(place 1230),Tameside,(place 1229),Tameside,8
1928,(house 571),Manchester,(place 1234),Rochdale,32
1601,(place 1230),Tameside,(house 681),Manchester,17
2344,(house 957),Bury,(place 1231),Oldham,32
2145,(place 1230),Tameside,(house 1219),Tameside,17
1828,(house 655),Manchester,(place 1231),Oldham,32
3348,(place 1233),Rochdale,(place 1232),Oldham,18
2222,(house 1091),Tameside,(house 1091),Tameside,2
2230,(place 1230),Tameside,(house 1199),Tameside,10
2713,(place 1226),Manchester,(place 1226),Manchester,2
1512,(house 143),Salford,(place 1238),Trafford,32
2480,(place 1226),Manchester,(place 1226),Manchester,2
2985,(place 1231),Oldham,(house 988),Rochdale,14
2475,(house 936),Bury,(place 1231),Oldham,32
1352,(house 108),Salford,(place 1237),Trafford,32
1299,(house 194),Salford,(place 1235),Salford,32
1673,(place 1227),Bury,(place 1227),Bury,2
3073,(house 1033),Rochdale,(place 1231),Oldham,32
2905,(house 968),Rochdale,(place 1227),Bury,32
1712,(house 664),Manchester,(place 1235),Salford,32
2024,(place 1229),Tameside,(house 1178),Tameside,9
2170,(place 1230),Tameside,(place 1229),Tameside,17
2261,(place 1229),Tameside,(house 1089),Tameside,11
2036,(house 1170),Tameside,(place 1229),Tameside,11
3372,(place 1232),Oldham,(place 1234),Rochdale,20
1397,(house 167),Salford,(place 1226),Manchester,32
1645,(place 1225),Manchester,(house 569),Manchester,8
2256,(place 1230),Tameside,(place 1230),Tameside,2
2078,(house 1201),Tameside,(house 1201),Tameside,2
2249,(house 1099),Tameside,(place 1229),Tameside,6
1263,(place 1235),Salford,(place 1232),Oldham,27
1459,(place 1235),Salford,(house 112),Salford,17
2811,(house 365),Trafford,(place 1233),Rochdale,32
2077,(place 1225),Manchester,(place 1225),Manchester,2
2813,(place 1237),Trafford,(place 1235),Salford,22
2500,(place 1227),Bury,(place 1236),Salford,25
2281,(house 1201),Tameside,(place 1229),Tameside,12
2244,(place 1225),Manchester,(house 1118),Tameside,7
2522,(place 1226),Manchester,(place 1226),Manchester,2
3366,(house 742),Oldham,(place 1238),Trafford,33
2188,(place 1230),Tameside,(place 1230),Tameside,2
2585,(place 1238),Trafford,(place 1226),Manchester,26
2020,(place 1225),Manchester,(house 1171),Tameside,9
3271,(place 1234),Rochdale,(place 1232),Oldham,19
2769,(place 1232),Oldham,(place 1232),Oldham,2
3153,(place 1232),Oldham,(place 1237),Trafford,25
2027,(house 1124),Tameside,(place 1225),Manchester,14
2532,(place 1238),Trafford,(place 1238),Trafford,2
1313,(house 210),Salford,(place 1228),Bury,26
3374,(house 833),Oldham,(place 1226),Manchester,33
2242,(place 1229),Tameside,(place 1229),Tameside,2
1801,(house 620),Manchester,(house 620),Manchester,2
1745,(house 405),Manchester,(place 1227),Bury,33
1889,(place 1228),Bury,(place 1231),Oldham,28
2334,(house 939),Bury,(place 1235),Salford,33
2341,(house 862),Bury,(place 1238),Trafford,33
3035,(house 1070),Rochdale,(place 1237),Trafford,33
1784,(place 1229),Tameside,(house 527),Manchester,17
3184,(house 747),Oldham,(place 1237),Trafford,33
2179,(place 1230),Tameside,(place 1230),Tameside,2
2250,(place 1230),Tameside,(place 1230),Tameside,2
1835,(place 1238),Trafford,(place 1238),Trafford,2
2765,(house 322),Trafford,(place 1233),Rochdale,33
1637,(house 617),Manchester,(place 1233),Rochdale,33
3399,(house 761),Oldham,(place 1228),Bury,33
2180,(house 1220),Tameside,(place 1225),Manchester,12
2289,(place 1229),Tameside,(place 1225),Manchester,12
2729,(place 1231),Oldham,(place 1231),Oldham,2
3111,(house 1063),Rochdale,(place 1227),Bury,33
1925,(place 1238),Trafford,(place 1237),Trafford,12
3009,(place 1232),Oldham,(place 1232),Oldham,2
2023,(place 1234),Rochdale,(house 1206),Tameside,17
2471,(place 1235),Salford,(place 1236),Salford,5
2941,(house 1074),Rochdale,(place 1236),Salford,33
3403,(house 781),Oldham,(place 1235),Salford,33
3373,(house 771),Oldham,(place 1237),Trafford,33
2145,(house 1219),Tameside,(house 1219),Tameside,2
1968,(place 1225),Manchester,(place 1225),Manchester,2
3010,(house 1070),Rochdale,(place 1237),Trafford,33
2314,(house 887),Bury,(place 1236),Salford,33
1810,(house 460),Manchester,(place 1225),Manchester,6
1717,(house 540),Manchester,(place 1235),Salford,33
3370,(house 844),Oldham,(place 1238),Trafford,33
1974,(place 1229),Tameside,(place 1229),Tameside,2
2230,(house 1199),Tameside,(house 1199),Tameside,2
2269,(house 1144),Tameside,(place 1225),Manchester,11
1912,(house 487),Manchester,(place 1228),Bury,33
1255,(place 1237),Trafford,(place 1235),Salford,22
1283,(place 1232),Oldham,(place 1232),Oldham,2
3218,(house 792),Oldham,(place 1226),Manchester,33
1999,(house 463),Manchester,(house 463),Manchester,2
3353,(place 1231),Oldham,(place 1228),Bury,27
2840,(place 1238),Trafford,(place 1235),Salford,25
2857,(house 1009),Rochdale,(place 1237),Trafford,33
3213,(house 760),Oldham,(place 1238),Trafford,33
1768,(house 622),Manchester,(place 1234),Rochdale,33
2119,(place 1229),Tameside,(place 1229),Tameside,2
1432,(place 1231),Oldham,(place 1231),Oldham,2
1722,(place 1238),Trafford,(place 1238),Trafford,2
2985,(house 988),Rochdale,(house 988),Rochdale,2
1882,(place 1227),Bury,(place 1238),Trafford,24
2874,(house 1077),Rochdale,(place 1228),Bury,33
2275,(house 1143),Tameside,(place 1226),Manchester,33
1457,(house 166),Salford,(place 1231),Oldham,33
2121,(place 1229),Tameside,(house 1193),Tameside,6
2785,(house 317),Trafford,(place 1234),Rochdale,33
2175,(house 1102),Tameside,(place 1225),Manchester,33
2053,(place 1225),Manchester,(place 1225),Manchester,2
2049,(house 1198),Tameside,(house 1198),Tameside,8
3062,(place 1228),Bury,(place 1228),Bury,2
2849,(house 977),Rochdale,(place 1227),Bury,12
2058,(place 1230),Tameside,(house 1157),Tameside,9
3385,(place 1225),Manchester,(house 777),Oldham,17
1397,(place 1226),Manchester,(place 1226),Manchester,2
1609,(house 433),Manchester,(house 433),Manchester,2
2694,(place 1238),Trafford,(place 1235),Salford,26
2324,(house 938),Bury,(place 1231),Oldham,33
2450,(house 929),Bury,(place 1234),Rochdale,33
2511,(place 1227),Bury,(place 1232),Oldham,20
2078,(house 1201),Tameside,(house 1201),Tameside,2
2249,(place 1229),Tameside,(place 1229),Tameside,2
1826,(place 1230),Tameside,(house 503),Manchester,17
3306,(house 833),Oldham,(place 1226),Manchester,33
2239,(place 1229),Tameside,(house 1149),Tameside,9
1705,(place 1233),Rochdale,(place 1233),Rochdale,2
1860,(place 1229),Tameside,(place 1230),Tameside,10
1345,(place 1233),Rochdale,(place 1233),Rochdale,2
2713,(place 1226),Manchester,(place 1226),Manchester,2
3358,(place 1232),Oldham,(place 1237),Trafford,24
2160,(house 1171),Tameside,(place 1229),Tameside,9
1375,(place 1237),Trafford,(house 177),Salford,17
2686,(place 1226),Manchester,(place 1235),Salford,26
2024,(house 1178),Tameside,(house 1178),Tameside,2
2285,(place 1230),Tameside,(house 1151),Tameside,13
2513,(place 1231),Oldham,(place 1231),Oldham,2
1274,(house 155),Salford,(place 1238),Trafford,33
2226,(place 1229),Tameside,(house 1101),Tameside,15
2480,(place 1226),Manchester,(place 1226),Manchester,2
1321,(house 213),Salford,(place 1231),Oldham,33
2197,(house 1165),Tameside,(house 1165),Tameside,2
2508,(house 931),Bury,(place 1228),Bury,34
1880,(house 630),Manchester,(place 1236),Salford,34
1506,(place 1238),Trafford,(place 1228),Bury,25
2414,(house 917),Bury,(place 1226),Manchester,34
1624,(place 1227),Bury,(house 618),Manchester,18
2180,(place 1225),Manchester,(place 1225),Manchester,2
2244,(house 1118),Tameside,(house 1118),Tameside,2
2031,(place 1230),Tameside,(house 1176),Tameside,16
1791,(place 1229),Tameside,(place 1230),Tameside,11
2783,(house 361),Trafford,(place 1235),Salford,34
1832,(house 682),Manchester,(place 1231),Oldham,34
2212,(place 1230),Tameside,(house 1160),Tameside,18
2200,(place 1229),Tameside,(house 1214),Tameside,18
1537,(house 450),Manchester,(place 1225),Manchester,5
3193,(house 732),Oldham,(place 1236),Salford,34
3066,(house 1024),Rochdale,(place 1228),Bury,34
2410,(house 868),Bury,(place 1237),Trafford,34
2250,(place 1230),Tameside,(place 1230),Tameside,2
1430,(place 1237),Trafford,(place 1238),Trafford,11
2118,(place 1229),Tameside,(place 1225),Manchester,19
3207,(place 1234),Rochdale,(house 844),Oldham,18
2156,(place 1230),Tameside,(house 1101),Tameside,18
2967,(place 1231),Oldham,(place 1233),Rochdale,18
2758,(house 293),Trafford,(place 1234),Rochdale,34
2242,(place 1229),Tameside,(place 1229),Tameside,2
2238,(house 1142),Tameside,(place 1225),Manchester,11
1571,(house 432),Manchester,(place 1231),Oldham,34
1827,(place 1225),Manchester,(house 513),Manchester,6
3253,(place 1232),Oldham,(place 1228),Bury,23
1879,(house 694),Manchester,(place 1225),Manchester,11
2655,(place 1228),Bury,(place 1227),Bury,6
2207,(place 1229),Tameside,(house 1110),Tameside,8
2387,(house 887),Bury,(place 1231),Oldham,34
2881,(house 1030),Rochdale,(place 1228),Bury,34
3397,(place 1233),Rochdale,(place 1234),Rochdale,15
2981,(house 1006),Rochdale,(place 1228),Bury,34
2023,(house 1206),Tameside,(house 1206),Tameside,2
2281,(place 1229),Tameside,(place 1229),Tameside,2
1794,(house 633),Manchester,(place 1230),Tameside,12
1306,(house 195),Salford,(place 1231),Oldham,34
2213,(house 1158),Tameside,(place 1230),Tameside,10
2276,(place 1229),Tameside,(house 1171),Tameside,9
2849,(place 1227),Bury,(place 1227),Bury,2
2226,(house 1101),Tameside,(house 1101),Tameside,2
3393,(house 789),Oldham,(place 1226),Manchester,34
2062,(place 1225),Manchester,(house 1217),Tameside,9
3213,(place 1238),Trafford,(place 1238),Trafford,2
2458,(house 917),Bury,(place 1231),Oldham,34
2927,(house 963),Rochdale,(place 1227),Bury,34
1365,(house 147),Salford,(place 1238),Trafford,34
3035,(place 1237),Trafford,(place 1237),Trafford,2
3228,(house 814),Oldham,(place 1228),Bury,34
2078,(house 1201),Tameside,(house 1201),Tameside,2
1761,(house 601),Manchester,(place 1233),Rochdale,34
1599,(house 584),Manchester,(place 1226),Manchester,34
2042,(place 1225),Manchester,(house 1204),Tameside,13
2119,(place 1229),Tameside,(place 1229),Tameside,2
1690,(place 1225),Manchester,(house 637),Manchester,8
2485,(place 1236),Salford,(place 1235),Salford,4
1406,(place 1228),Bury,(place 1232),Oldham,23
1663,(house 584),Manchester,(place 1226),Manchester,34
2107,(place 1230),Tameside,(house 1160),Tameside,18
2334,(place 1235),Salford,(place 1235),Salford,2
1576,(house 575),Manchester,(place 1226),Manchester,34
2400,(place 1227),Bury,(place 1226),Manchester,25
3009,(place 1232),Oldham,(place 1232),Oldham,2
2992,(house 1009),Rochdale,(place 1232),Oldham,34
2422,(place 1228),Bury,(place 1236),Salford,27
3139,(house 814),Oldham,(place 1228),Bury,34
3111,(place 1227),Bury,(place 1227),Bury,2
1858,(place 1225),Manchester,(house 550),Manchester,9
2317,(house 955),Bury,(place 1231),Oldham,34
1364,(house 173),Salford,(place 1231),Oldham,34
3058,(house 960),Rochdale,(place 1226),Manchester,34
2326,(house 852),Bury,(place 1237),Trafford,34
2353,(place 1228),Bury,(place 1238),Trafford,29
2096,(place 1225),Manchester,(house 1197),Tameside,9
2532,(place 1238),Trafford,(place 1238),Trafford,2
1784,(house 527),Manchester,(house 527),Manchester,2
2327,(house 849),Bury,(place 1232),Oldham,34
2449,(place 1228),Bury,(place 1232),Oldham,23
2058,(house 1157),Tameside,(house 1157),Tameside,2
1400,(house 169),Salford,(place 1234),Rochdale,34
1941,(house 558),Manchester,(place 1233),Rochdale,34
2619,(house 357),Trafford,(place 1234),Rochdale,34
2079,(place 1229),Tameside,(house 1089),Tameside,11
2602,(house 294),Trafford,(place 1231),Oldham,34
3183,(house 751),Oldham,(place 1232),Oldham,34
2163,(place 1225),Manchester,(place 1229),Tameside,19
2585,(place 1226),Manchester,(place 1226),Manchester,2
3072,(place 1237),Trafford,(place 1238),Trafford,12
2053,(place 1225),Manchester,(place 1225),Manchester,2
2731,(place 1238),Trafford,(house 371),Trafford,18
2032,(place 1230),Tameside,(house 1182),Tameside,17
2068,(place 1230),Tameside,(place 1229),Tameside,8
3368,(house 800),Oldham,(place 1227),Bury,34
